name,code,category,brand,size,unitPrice,minStockLevel,initial_stock
"Deluxe Mattress (75x72x20)",M70DE,"Standard Foam Mattresses",Deluxe,75x72x20,20000,5,0
"Deluxe Mattress (75x84x8)",M7DE,"Standard Foam Mattresses",Deluxe,75x84x8,20000,5,0
"Deluxe Mattress (75x84x10)",M72DE,"Standard Foam Mattresses",Deluxe,75x84x10,20000,5,0
"Deluxe Mattress (75x84x12)",M73DE,"Standard Foam Mattresses",Deluxe,75x84x12,20000,5,0
"Deluxe Mattress (75x84x14)",M74DE,"Standard Foam Mattresses",Deluxe,75x84x14,20000,5,0
"Deluxe Mattress (75x84x16)",M76DE,"Standard Foam Mattresses",Deluxe,75x84x16,20000,5,0
"Deluxe Mattress (75x84x18)",M78DE,"Standard Foam Mattresses",Deluxe,75x84x18,20000,5,0
"Deluxe Mattress (75x84x20)",M80DE,"Standard Foam Mattresses",Deluxe,75x84x20,20000,5,0
"Deluxe Mattress (84x84x8)",M8DE,"Standard Foam Mattresses",Deluxe,84x84x8,20000,5,0
"Deluxe Mattress (84x84x10)",M82DE,"Standard Foam Mattresses",Deluxe,84x84x10,20000,5,0
"Deluxe Mattress (84x84x12)",M83DE,"Standard Foam Mattresses",Deluxe,84x84x12,20000,5,0
"Deluxe Mattress (84x84x14)",M94DE,"Standard Foam Mattresses",Deluxe,84x84x14,20000,5,0
"Deluxe Mattress (84x84x16)",M96DE,"Standard Foam Mattresses",Deluxe,84x84x16,20000,5,0
"Deluxe Mattress (84x84x18)",M98DE,"Standard Foam Mattresses",Deluxe,84x84x18,20000,5,0
"Deluxe Mattress (84x84x20)",M90DE,"Standard Foam Mattresses",Deluxe,84x84x20,20000,5,0
"Deluxe Mattress (79x42x8)",M84DE,"Standard Foam Mattresses",Deluxe,79x42x8,20000,5,0
"Deluxe Mattress (79x42x10)",M85DE,"Standard Foam Mattresses",Deluxe,79x42x10,20000,5,0
"Deluxe Mattress (79x63x8)",M86DE,"Standard Foam Mattresses",Deluxe,79x63x8,20000,5,0
"Deluxe Mattress (79x71x8)",M87DE,"Standard Foam Mattresses",Deluxe,79x71x8,20000,5,0
"Deluxe Mattress (79x71x10)",M91DE,"Standard Foam Mattresses",Deluxe,79x71x10,20000,5,0
"Deluxe Mattress (79x71x12)",M93DE,"Standard Foam Mattresses",Deluxe,79x71x12,20000,5,0
"Deluxe Mattress (79x72x8)",M88DE,"Standard Foam Mattresses",Deluxe,79x72x8,20000,5,0
"Shine Mattress (75x30x3)",M15SH,"Standard Foam Mattresses",Shine,75x30x3,20000,5,0
"Shine Mattress (75x30x4)",M10SH,"Standard Foam Mattresses",Shine,75x30x4,20000,5,0
"Shine Mattress (75x30x6)",M5SH6,"Standard Foam Mattresses",Shine,75x30x6,20000,5,0
"Shine Mattress (75x36x4)",M9SH,"Standard Foam Mattresses",Shine,75x36x4,20000,5,0
"Shine Mattress (75x36x6)",M4SH6,"Standard Foam Mattresses",Shine,75x36x6,20000,5,0
"Shine Mattress (75x42x6)",M3SH6,"Standard Foam Mattresses",Shine,75x42x6,20000,5,0
"Shine Mattress (75x42x8)",M3SH8,"Standard Foam Mattresses",Shine,75x42x8,20000,5,0
"Shine Mattress (75x42x10)",M32SH,"Standard Foam Mattresses",Shine,75x42x10,20000,5,0
"Shine Mattress (75x48x6)",M2SH6,"Standard Foam Mattresses",Shine,75x48x6,20000,5,0
"Shine Mattress (75x48x8)",M2SH8,"Standard Foam Mattresses",Shine,75x48x8,20000,5,0
"Shine Mattress (75x54x6)",M1SH6,"Standard Foam Mattresses",Shine,75x54x6,20000,5,0
"Shine Mattress (75x54x8)",M1SH8,"Standard Foam Mattresses",Shine,75x54x8,20000,5,0
"Shine Mattress (75x54x10)",M12SH,"Standard Foam Mattresses",Shine,75x54x10,20000,5,0
"Shine Mattress (75x54x14)",M14SH,"Standard Foam Mattresses",Shine,75x54x14,20000,5,0
"Shine Mattress (75x72x10)",M62SH,"Standard Foam Mattresses",Shine,75x72x10,20000,5,0
"Shine Mattress (75x72x12)",M63SH,"Standard Foam Mattresses",Shine,75x72x12,20000,5,0
"Shine Mattress (75x72x14)",M64SH,"Standard Foam Mattresses",Shine,75x72x14,20000,5,0
"Shine Mattress (75x72x16)",M66SH,"Standard Foam Mattresses",Shine,75x72x16,20000,5,0
"Shine Mattress (75x72x18)",M68SH,"Standard Foam Mattresses",Shine,75x72x18,20000,5,0
"Shine Mattress (75x72x20)",M70SH,"Standard Foam Mattresses",Shine,75x72x20,20000,5,0
"Shine Mattress (75x84x8)",M7SH,"Standard Foam Mattresses",Shine,75x84x8,20000,5,0
"Shine Mattress (75x84x10)",M72SH,"Standard Foam Mattresses",Shine,75x84x10,20000,5,0
"Shine Mattress (75x84x12)",M73SH,"Standard Foam Mattresses",Shine,75x84x12,20000,5,0
"Shine Mattress (75x84x14)",M74SH,"Standard Foam Mattresses",Shine,75x84x14,20000,5,0
"Shine Mattress (75x84x16)",M76SH,"Standard Foam Mattresses",Shine,75x84x16,20000,5,0
"Shine Mattress (75x84x18)",M78SH,"Standard Foam Mattresses",Shine,75x84x18,20000,5,0
"Shine Mattress (75x84x20)",M80SH,"Standard Foam Mattresses",Shine,75x84x20,20000,5,0
"Shine Mattress (84x84x8)",M8SH,"Standard Foam Mattresses",Shine,84x84x8,20000,5,0
"Shine Mattress (84x84x10)",M82SH,"Standard Foam Mattresses",Shine,84x84x10,20000,5,0
"Shine Mattress (84x84x12)",M83SH,"Standard Foam Mattresses",Shine,84x84x12,20000,5,0
"Shine Mattress (84x84x14)",M94SH,"Standard Foam Mattresses",Shine,84x84x14,20000,5,0
"Shine Mattress (84x84x16)",M96SH,"Standard Foam Mattresses",Shine,84x84x16,20000,5,0
"Shine Mattress (84x84x18)",M98SH,"Standard Foam Mattresses",Shine,84x84x18,20000,5,0
"Shine Mattress (84x84x20)",M90SH,"Standard Foam Mattresses",Shine,84x84x20,20000,5,0
"Shine Mattress (79x42x8)",M84SH,"Standard Foam Mattresses",Shine,79x42x8,20000,5,0
"Shine Mattress (79x42x10)",M85SH,"Standard Foam Mattresses",Shine,79x42x10,20000,5,0
"Shine Mattress (79x63x8)",M86SH,"Standard Foam Mattresses",Shine,79x63x8,20000,5,0
"Shine Mattress (79x71x8)",M87SH,"Standard Foam Mattresses",Shine,79x71x8,20000,5,0
"Shine Mattress (79x71x10)",M91SH,"Standard Foam Mattresses",Shine,79x71x10,20000,5,0
"Shine Mattress (79x71x12)",M93SH,"Standard Foam Mattresses",Shine,79x71x12,20000,5,0
"Shine Mattress (79x72x8)",M88SH,"Standard Foam Mattresses",Shine,79x72x8,20000,5,0
"Corona Mattress (75x30x3)",M15CP,"Standard Foam Mattresses",Corona,75x30x3,20000,5,0
"Corona Mattress (75x30x4)",M10CP,"Standard Foam Mattresses",Corona,75x30x4,20000,5,0
"Corona Mattress (75x30x6)",M5CP6,"Standard Foam Mattresses",Corona,75x30x6,20000,5,0
"Corona Mattress (75x36x4)",M9CP,"Standard Foam Mattresses",Corona,75x36x4,20000,5,0
"Corona Mattress (75x36x6)",M4CP6,"Standard Foam Mattresses",Corona,75x36x6,20000,5,0
"Corona Mattress (75x36x8)",M4CP,"Standard Foam Mattresses",Corona,75x36x8,20000,5,0
"Corona Mattress (75x36x10)",M42CP,"Standard Foam Mattresses",Corona,75x36x10,20000,5,0
"Corona Mattress (75x42x6)",M3CP6,"Standard Foam Mattresses",Corona,75x42x6,20000,5,0
"Corona Mattress (75x42x8)",M3CP8,"Standard Foam Mattresses",Corona,75x42x8,20000,5,0
"Corona Mattress (75x42x10)",M32CP,"Standard Foam Mattresses",Corona,75x42x10,20000,5,0
"Corona Mattress (75x42x12)",M33CP,"Standard Foam Mattresses",Corona,75x42x12,20000,5,0
"Corona Mattress (75x48x6)",M2CP6,"Standard Foam Mattresses",Corona,75x48x6,20000,5,0
"Corona Mattress (75x48x8)",M2CP8,"Standard Foam Mattresses",Corona,75x48x8,20000,5,0
"Corona Mattress (75x48x10)",M22CP,"Standard Foam Mattresses",Corona,75x48x10,20000,5,0
"Corona Mattress (75x48x12)",M23CP,"Standard Foam Mattresses",Corona,75x48x12,20000,5,0
"Corona Mattress (75x54x6)",M1CP6,"Standard Foam Mattresses",Corona,75x54x6,20000,5,0
"Corona Mattress (75x54x8)",M1CP8,"Standard Foam Mattresses",Corona,75x54x8,20000,5,0
"Corona Mattress (75x54x10)",M12CP,"Standard Foam Mattresses",Corona,75x54x10,20000,5,0
"Corona Mattress (75x54x12)",M13CP,"Standard Foam Mattresses",Corona,75x54x12,20000,5,0
"Corona Mattress (75x54x14)",M14CP,"Standard Foam Mattresses",Corona,75x54x14,20000,5,0
"Corona Mattress (75x54x16)",M16CP,"Standard Foam Mattresses",Corona,75x54x16,20000,5,0
"Corona Mattress (75x54x18)",M18CP,"Standard Foam Mattresses",Corona,75x54x18,20000,5,0
"Corona Mattress (75x54x20)",M20CP,"Standard Foam Mattresses",Corona,75x54x20,20000,5,0
"Corona Mattress (75x60x8)",M5CP,"Standard Foam Mattresses",Corona,75x60x8,20000,5,0
"Corona Mattress (75x60x10)",M52CP,"Standard Foam Mattresses",Corona,75x60x10,20000,5,0
"Corona Mattress (75x60x12)",M53CP,"Standard Foam Mattresses",Corona,75x60x12,20000,5,0
"Corona Mattress (75x60x14)",M54CP,"Standard Foam Mattresses",Corona,75x60x14,20000,5,0
"Corona Mattress (75x60x16)",M56CP,"Standard Foam Mattresses",Corona,75x60x16,20000,5,0
"Corona Mattress (75x60x18)",M58CP,"Standard Foam Mattresses",Corona,75x60x18,20000,5,0
"Corona Mattress (75x60x20)",M50CP,"Standard Foam Mattresses",Corona,75x60x20,20000,5,0
"Corona Mattress (75x72x8)",M6CP,"Standard Foam Mattresses",Corona,75x72x8,20000,5,0
"Corona Mattress (75x72x10)",M62CP,"Standard Foam Mattresses",Corona,75x72x10,20000,5,0
"Corona Mattress (75x72x12)",M63CP,"Standard Foam Mattresses",Corona,75x72x12,20000,5,0
"Corona Mattress (75x72x14)",M64CP,"Standard Foam Mattresses",Corona,75x72x14,20000,5,0
"Corona Mattress (75x72x16)",M66CP,"Standard Foam Mattresses",Corona,75x72x16,20000,5,0
"Corona Mattress (75x72x18)",M68CP,"Standard Foam Mattresses",Corona,75x72x18,20000,5,0
"Corona Mattress (75x72x20)",M70CP,"Standard Foam Mattresses",Corona,75x72x20,20000,5,0
"Corona Mattress (75x84x8)",M7CP,"Standard Foam Mattresses",Corona,75x84x8,20000,5,0
"Corona Mattress (75x84x10)",M72CP,"Standard Foam Mattresses",Corona,75x84x10,20000,5,0
"Corona Mattress (75x84x12)",M73CP,"Standard Foam Mattresses",Corona,75x84x12,20000,5,0
"Corona Mattress (75x84x14)",M74CP,"Standard Foam Mattresses",Corona,75x84x14,20000,5,0
"Corona Mattress (75x84x16)",M76CP,"Standard Foam Mattresses",Corona,75x84x16,20000,5,0
"Corona Mattress (75x84x18)",M78CP,"Standard Foam Mattresses",Corona,75x84x18,20000,5,0
"Corona Mattress (75x84x20)",M80CP,"Standard Foam Mattresses",Corona,75x84x20,20000,5,0
"Corona Mattress (84x84x8)",M8CP,"Standard Foam Mattresses",Corona,84x84x8,20000,5,0
"Corona Mattress (84x84x10)",M82CP,"Standard Foam Mattresses",Corona,84x84x10,20000,5,0
"Corona Mattress (84x84x12)",M83CP,"Standard Foam Mattresses",Corona,84x84x12,20000,5,0
"Corona Mattress (84x84x14)",M94CP,"Standard Foam Mattresses",Corona,84x84x14,20000,5,0
"Corona Mattress (84x84x16)",M96CP,"Standard Foam Mattresses",Corona,84x84x16,20000,5,0
"Corona Mattress (84x84x18)",M98CP,"Standard Foam Mattresses",Corona,84x84x18,20000,5,0
"Corona Mattress (84x84x20)",M90CP,"Standard Foam Mattresses",Corona,84x84x20,20000,5,0
"Corona Mattress (79x42x8)",M84CP,"Standard Foam Mattresses",Corona,79x42x8,20000,5,0
"Corona Mattress (79x42x10)",M85CP,"Standard Foam Mattresses",Corona,79x42x10,20000,5,0
"Corona Mattress (79x63x8)",M86CP,"Standard Foam Mattresses",Corona,79x63x8,20000,5,0
"Corona Mattress (79x71x8)",M87CP,"Standard Foam Mattresses",Corona,79x71x8,20000,5,0
"Corona Mattress (79x71x10)",M91CP,"Standard Foam Mattresses",Corona,79x71x10,20000,5,0
"Corona Mattress (79x71x12)",M93CP,"Standard Foam Mattresses",Corona,79x71x12,20000,5,0
"Corona Mattress (79x72x8)",M88CP,"Standard Foam Mattresses",Corona,79x72x8,20000,5,0
"Grand Mattress (75x30x4)",M10SG,"Standard Foam Mattresses",Grand,75x30x4,20000,5,0
"Grand Mattress (75x30x6)",M5SG6,"Standard Foam Mattresses",Grand,75x30x6,20000,5,0
"Grand Mattress (75x36x4)",M9SG,"Standard Foam Mattresses",Grand,75x36x4,20000,5,0
"Grand Mattress (75x36x6)",M4SG6,"Standard Foam Mattresses",Grand,75x36x6,20000,5,0
"Grand Mattress (75x36x8)",M4SG,"Standard Foam Mattresses",Grand,75x36x8,20000,5,0
"Grand Mattress (75x36x10)",M42SG,"Standard Foam Mattresses",Grand,75x36x10,20000,5,0
"Grand Mattress (75x42x6)",M3SG6,"Standard Foam Mattresses",Grand,75x42x6,20000,5,0
"Grand Mattress (75x42x8)",M3SG,"Standard Foam Mattresses",Grand,75x42x8,20000,5,0
"Grand Mattress (75x42x10)",M32SG,"Standard Foam Mattresses",Grand,75x42x10,20000,5,0
"Grand Mattress (75x42x12)",M33SG,"Standard Foam Mattresses",Grand,75x42x12,20000,5,0
"Grand Mattress (75x48x6)",M2SG6,"Standard Foam Mattresses",Grand,75x48x6,20000,5,0
"Grand Mattress (75x48x8)",M2SG,"Standard Foam Mattresses",Grand,75x48x8,20000,5,0
"Grand Mattress (75x48x10)",M22SG,"Standard Foam Mattresses",Grand,75x48x10,20000,5,0
"Grand Mattress (75x48x12)",M23SG,"Standard Foam Mattresses",Grand,75x48x12,20000,5,0
"Grand Mattress (75x54x6)",M1SG6,"Standard Foam Mattresses",Grand,75x54x6,20000,5,0
"Grand Mattress (75x54x8)",M1SG,"Standard Foam Mattresses",Grand,75x54x8,20000,5,0
"Grand Mattress (75x54x10)",M12SG,"Standard Foam Mattresses",Grand,75x54x10,20000,5,0
"Grand Mattress (75x54x12)",M13SG,"Standard Foam Mattresses",Grand,75x54x12,20000,5,0
"Grand Mattress (75x54x14)",M14SG,"Standard Foam Mattresses",Grand,75x54x14,20000,5,0
"Grand Mattress (75x54x16)",M16SG,"Standard Foam Mattresses",Grand,75x54x16,20000,5,0
"Grand Mattress (75x54x18)",M18SG,"Standard Foam Mattresses",Grand,75x54x18,20000,5,0
"Grand Mattress (75x54x20)",M20SG,"Standard Foam Mattresses",Grand,75x54x20,20000,5,0
"Grand Mattress (75x60x8)",M5SG,"Standard Foam Mattresses",Grand,75x60x8,20000,5,0
"Grand Mattress (75x60x10)",M52SG,"Standard Foam Mattresses",Grand,75x60x10,20000,5,0
"Grand Mattress (75x60x12)",M53SG,"Standard Foam Mattresses",Grand,75x60x12,20000,5,0
"Grand Mattress (75x60x14)",M54SG,"Standard Foam Mattresses",Grand,75x60x14,20000,5,0
"Grand Mattress (75x60x16)",M56SG,"Standard Foam Mattresses",Grand,75x60x16,20000,5,0
"Grand Mattress (75x60x18)",M58SG,"Standard Foam Mattresses",Grand,75x60x18,20000,5,0
"Grand Mattress (75x60x20)",M50SG,"Standard Foam Mattresses",Grand,75x60x20,20000,5,0
"Grand Mattress (75x72x8)",M6SG,"Standard Foam Mattresses",Grand,75x72x8,20000,5,0
"Grand Mattress (75x72x10)",M62SG,"Standard Foam Mattresses",Grand,75x72x10,20000,5,0
"Grand Mattress (75x72x12)",M63SG,"Standard Foam Mattresses",Grand,75x72x12,20000,5,0
"Grand Mattress (75x72x14)",M64SG,"Standard Foam Mattresses",Grand,75x72x14,20000,5,0
"Grand Mattress (75x72x16)",M66SG,"Standard Foam Mattresses",Grand,75x72x16,20000,5,0
"Grand Mattress (75x72x18)",M68SG,"Standard Foam Mattresses",Grand,75x72x18,20000,5,0
"Grand Mattress (75x72x20)",M70SG,"Standard Foam Mattresses",Grand,75x72x20,20000,5,0
"Grand Mattress (75x84x8)",M7SG,"Standard Foam Mattresses",Grand,75x84x8,20000,5,0
"Grand Mattress (75x84x10)",M72SG,"Standard Foam Mattresses",Grand,75x84x10,20000,5,0
"Grand Mattress (75x84x12)",M73SG,"Standard Foam Mattresses",Grand,75x84x12,20000,5,0
"Grand Mattress (75x84x14)",M74SG,"Standard Foam Mattresses",Grand,75x84x14,20000,5,0
"Grand Mattress (75x84x16)",M76SG,"Standard Foam Mattresses",Grand,75x84x16,20000,5,0
"Grand Mattress (75x84x18)",M78SG,"Standard Foam Mattresses",Grand,75x84x18,20000,5,0
"Grand Mattress (75x84x20)",M80SG,"Standard Foam Mattresses",Grand,75x84x20,20000,5,0
"Grand Mattress (84x84x8)",M8SG,"Standard Foam Mattresses",Grand,84x84x8,20000,5,0
"Grand Mattress (84x84x10)",M82SG,"Standard Foam Mattresses",Grand,84x84x10,20000,5,0
"Grand Mattress (84x84x12)",M83SG,"Standard Foam Mattresses",Grand,84x84x12,20000,5,0
"Grand Mattress (84x84x14)",M94SG,"Standard Foam Mattresses",Grand,84x84x14,20000,5,0
"Grand Mattress (84x84x16)",M96SG,"Standard Foam Mattresses",Grand,84x84x16,20000,5,0
"Grand Mattress (84x84x18)",M98SG,"Standard Foam Mattresses",Grand,84x84x18,20000,5,0
"Grand Mattress (84x84x20)",M90SG,"Standard Foam Mattresses",Grand,84x84x20,20000,5,0
"Grand Mattress (79x42x8)",M84SG,"Standard Foam Mattresses",Grand,79x42x8,20000,5,0
"Grand Mattress (79x42x10)",M85SG,"Standard Foam Mattresses",Grand,79x42x10,20000,5,0
"Grand Mattress (79x63x8)",M86SG,"Standard Foam Mattresses",Grand,79x63x8,20000,5,0
"Grand Mattress (79x71x8)",M87SG,"Standard Foam Mattresses",Grand,79x71x8,20000,5,0
"Grand Mattress (79x71x10)",M91SG,"Standard Foam Mattresses",Grand,79x71x10,20000,5,0
"Grand Mattress (79x71x12)",M93SG,"Standard Foam Mattresses",Grand,79x71x12,20000,5,0
"Grand Mattress (79x72x8)",M88SG,"Standard Foam Mattresses",Grand,79x72x8,20000,5,0
"Sizzler Mattress (75x30x4)",M10SS,"Standard Foam Mattresses",Sizzler,75x30x4,20000,5,0
"Sizzler Mattress (75x36x4)",M9SS,"Standard Foam Mattresses",Sizzler,75x36x4,20000,5,0
"Sizzler Mattress (75x36x8)",M4SS,"Standard Foam Mattresses",Sizzler,75x36x8,20000,5,0
"Sizzler Mattress (75x36x10)",M42SS,"Standard Foam Mattresses",Sizzler,75x36x10,20000,5,0
"Sizzler Mattress (75x42x8)",M3SS,"Standard Foam Mattresses",Sizzler,75x42x8,20000,5,0
"Sizzler Mattress (75x42x10)",M32SS,"Standard Foam Mattresses",Sizzler,75x42x10,20000,5,0
"Sizzler Mattress (75x48x8)",M2SS,"Standard Foam Mattresses",Sizzler,75x48x8,20000,5,0
"Sizzler Mattress (75x48x10)",M22SS,"Standard Foam Mattresses",Sizzler,75x48x10,20000,5,0
"Sizzler Mattress (75x48x12)",M23SS,"Standard Foam Mattresses",Sizzler,75x48x12,20000,5,0
"Sizzler Mattress (75x54x8)",M1SS,"Standard Foam Mattresses",Sizzler,75x54x8,20000,5,0
"Sizzler Mattress (75x54x10)",M12SS,"Standard Foam Mattresses",Sizzler,75x54x10,20000,5,0
"Sizzler Mattress (75x54x12)",M13SS,"Standard Foam Mattresses",Sizzler,75x54x12,20000,5,0
"Sizzler Mattress (75x54x14)",M14SS,"Standard Foam Mattresses",Sizzler,75x54x14,20000,5,0
"Sizzler Mattress (75x54x16)",M16SS,"Standard Foam Mattresses",Sizzler,75x54x16,20000,5,0
"Sizzler Mattress (75x54x18)",M18SS,"Standard Foam Mattresses",Sizzler,75x54x18,20000,5,0
"Sizzler Mattress (75x54x20)",M20SS,"Standard Foam Mattresses",Sizzler,75x54x20,20000,5,0
"Sizzler Mattress (75x60x8)",M5SS,"Standard Foam Mattresses",Sizzler,75x60x8,20000,5,0
"Sizzler Mattress (75x60x10)",M52SS,"Standard Foam Mattresses",Sizzler,75x60x10,20000,5,0
"Sizzler Mattress (75x60x12)",M53SS,"Standard Foam Mattresses",Sizzler,75x60x12,20000,5,0
"Sizzler Mattress (75x60x14)",M54SS,"Standard Foam Mattresses",Sizzler,75x60x14,20000,5,0
"Sizzler Mattress (75x60x16)",M56SS,"Standard Foam Mattresses",Sizzler,75x60x16,20000,5,0
"Sizzler Mattress (75x60x18)",M58SS,"Standard Foam Mattresses",Sizzler,75x60x18,20000,5,0
"Sizzler Mattress (75x60x20)",M50SS,"Standard Foam Mattresses",Sizzler,75x60x20,20000,5,0
"Sizzler Mattress (75x72x8)",M6SS,"Standard Foam Mattresses",Sizzler,75x72x8,20000,5,0
"Sizzler Mattress (75x72x10)",M62SS,"Standard Foam Mattresses",Sizzler,75x72x10,20000,5,0
"Sizzler Mattress (75x72x12)",M63SS,"Standard Foam Mattresses",Sizzler,75x72x12,20000,5,0
"Sizzler Mattress (75x72x14)",M64SS,"Standard Foam Mattresses",Sizzler,75x72x14,20000,5,0
"Sizzler Mattress (75x72x16)",M66SS,"Standard Foam Mattresses",Sizzler,75x72x16,20000,5,0
"Sizzler Mattress (75x72x18)",M68SS,"Standard Foam Mattresses",Sizzler,75x72x18,20000,5,0
"Sizzler Mattress (75x72x20)",M70SS,"Standard Foam Mattresses",Sizzler,75x72x20,20000,5,0
"Sizzler Mattress (75x84x8)",M7SS,"Standard Foam Mattresses",Sizzler,75x84x8,20000,5,0
"Sizzler Mattress (75x84x10)",M72SS,"Standard Foam Mattresses",Sizzler,75x84x10,20000,5,0
"Sizzler Mattress (75x84x12)",M73SS,"Standard Foam Mattresses",Sizzler,75x84x12,20000,5,0
"Sizzler Mattress (75x84x14)",M74SS,"Standard Foam Mattresses",Sizzler,75x84x14,20000,5,0
"Sizzler Mattress (75x84x16)",M76SS,"Standard Foam Mattresses",Sizzler,75x84x16,20000,5,0
"Sizzler Mattress (75x84x18)",M78SS,"Standard Foam Mattresses",Sizzler,75x84x18,20000,5,0
"Sizzler Mattress (75x84x20)",M80SS,"Standard Foam Mattresses",Sizzler,75x84x20,20000,5,0
"Sizzler Mattress (84x84x8)",M8SS,"Standard Foam Mattresses",Sizzler,84x84x8,20000,5,0
"Sizzler Mattress (84x84x10)",M82SS,"Standard Foam Mattresses",Sizzler,84x84x10,20000,5,0
"Sizzler Mattress (84x84x12)",M83SS,"Standard Foam Mattresses",Sizzler,84x84x12,20000,5,0
"Sizzler Mattress (84x84x14)",M94SS,"Standard Foam Mattresses",Sizzler,84x84x14,20000,5,0
"Sizzler Mattress (84x84x16)",M96SS,"Standard Foam Mattresses",Sizzler,84x84x16,20000,5,0
"Sizzler Mattress (84x84x18)",M98SS,"Standard Foam Mattresses",Sizzler,84x84x18,20000,5,0
"Sizzler Mattress (84x84x20)",M90SS,"Standard Foam Mattresses",Sizzler,84x84x20,20000,5,0
"Sizzler Mattress (79x42x8)",M84SS,"Standard Foam Mattresses",Sizzler,79x42x8,20000,5,0
"Sizzler Mattress (79x42x10)",M85SS,"Standard Foam Mattresses",Sizzler,79x42x10,20000,5,0
"Sizzler Mattress (79x63x8)",M86SS,"Standard Foam Mattresses",Sizzler,79x63x8,20000,5,0
"Sizzler Mattress (79x71x8)",M87SS,"Standard Foam Mattresses",Sizzler,79x71x8,20000,5,0
"Sizzler Mattress (79x71x10)",M91SS,"Standard Foam Mattresses",Sizzler,79x71x10,20000,5,0
"Sizzler Mattress (79x71x12)",M93SS,"Standard Foam Mattresses",Sizzler,79x71x12,20000,5,0
