name,code,category,brand,size,unitPrice,minStockLevel,initial_stock
"Shine Mattress (84x84x18)",M98SH,"Standard Foam Mattresses",Shine,84x84x18,0,5,0
"Shine Mattress (84x84x20)",M90SH,"Standard Foam Mattresses",Shine,84x84x20,0,5,0
"Shine Mattress (79x42x8)",M84SH,"Standard Foam Mattresses",Shine,79x42x8,70654.82,5,0
"Shine Mattress (79x42x10)",M85SH,"Standard Foam Mattresses",Shine,79x42x10,0,5,0
"Shine Mattress (79x63x8)",M86SH,"Standard Foam Mattresses",Shine,79x63x8,105982.23,5,0
"Shine Mattress (79x71x8)",M87SH,"Standard Foam Mattresses",Shine,79x71x8,117098.34,5,0
"Shine Mattress (79x71x10)",M91SH,"Standard Foam Mattresses",Shine,79x71x10,128398.33,5,0
"Shine Mattress (79x71x12)",M93SH,"Standard Foam Mattresses",Shine,79x71x12,0,5,0
"Shine Mattress (79x72x8)",M88SH,"Standard Foam Mattresses",Shine,79x72x8,121122.55,5,0
"Corona Mattress (75x30x3)",M15CP,"Standard Foam Mattresses",Corona,75x30x3,22822.97,5,0
"Corona Mattress (75x30x4)",M10CP,"Standard Foam Mattresses",Corona,75x30x4,28171.79,5,4
"Corona Mattress (75x30x6)",M5CP6,"Standard Foam Mattresses",Corona,75x30x6,39705.29,5,2
"Corona Mattress (75x36x4)",M9CP,"Standard Foam Mattresses",Corona,75x36x4,32634.41,5,0
"Corona Mattress (75x36x6)",M4CP6,"Standard Foam Mattresses",Corona,75x36x6,47991.49,5,0
"Corona Mattress (75x36x8)",M4CP,"Standard Foam Mattresses",Corona,75x36x8,63394.48,5,0
"Corona Mattress (75x36x10)",M42CP,"Standard Foam Mattresses",Corona,75x36x10,83197.78,5,0
"Corona Mattress (75x42x6)",M3CP6,"Standard Foam Mattresses",Corona,75x42x6,55015.52,5,0
"Corona Mattress (75x42x8)",M3CP8,"Standard Foam Mattresses",Corona,75x42x8,71223.25,5,1
"Corona Mattress (75x42x10)",M32CP,"Standard Foam Mattresses",Corona,75x42x10,95728.26,5,0
"Corona Mattress (75x42x12)",M33CP,"Standard Foam Mattresses",Corona,75x42x12,112369.72,5,0
"Corona Mattress (75x48x6)",M2CP6,"Standard Foam Mattresses",Corona,75x48x6,62245.32,5,0
"Corona Mattress (75x48x8)",M2CP8,"Standard Foam Mattresses",Corona,75x48x8,85328.94,5,1
"Corona Mattress (75x48x10)",M22CP,"Standard Foam Mattresses",Corona,75x48x10,101736.1,5,0
"Corona Mattress (75x48x12)",M23CP,"Standard Foam Mattresses",Corona,75x48x12,118326.29,5,0
"Corona Mattress (75x54x6)",M1CP6,"Standard Foam Mattresses",Corona,75x54x6,72812.61,5,7
"Corona Mattress (75x54x8)",M1CP8,"Standard Foam Mattresses",Corona,75x54x8,101694.56,5,4
"Corona Mattress (75x54x10)",M12CP,"Standard Foam Mattresses",Corona,75x54x10,127042.85,5,3
"Corona Mattress (75x54x12)",M13CP,"Standard Foam Mattresses",Corona,75x54x12,149129.57,5,15
"Corona Mattress (75x54x14)",M14CP,"Standard Foam Mattresses",Corona,75x54x14,158117.17,5,13
"Corona Mattress (75x54x16)",M16CP,"Standard Foam Mattresses",Corona,75x54x16,189676.34,5,3
"Corona Mattress (75x54x18)",M18CP,"Standard Foam Mattresses",Corona,75x54x18,200749.3,5,1
"Corona Mattress (75x54x20)",M20CP,"Standard Foam Mattresses",Corona,75x54x20,234399.49,5,0
"Corona Mattress (75x60x8)",M5CP,"Standard Foam Mattresses",Corona,75x60x8,110936.64,5,0
"Corona Mattress (75x60x10)",M52CP,"Standard Foam Mattresses",Corona,75x60x10,143983.77,5,0
"Corona Mattress (75x60x12)",M53CP,"Standard Foam Mattresses",Corona,75x60x12,169535.81,5,0
"Corona Mattress (75x60x14)",M54CP,"Standard Foam Mattresses",Corona,75x60x14,205444.45,5,0
"Corona Mattress (75x60x16)",M56CP,"Standard Foam Mattresses",Corona,75x60x16,217256.54,5,0
"Corona Mattress (75x60x18)",M58CP,"Standard Foam Mattresses",Corona,75x60x18,237897.86,5,0
"Corona Mattress (75x60x20)",M50CP,"Standard Foam Mattresses",Corona,75x60x20,300926.14,5,0
"Corona Mattress (75x72x8)",M6CP,"Standard Foam Mattresses",Corona,75x72x8,128529.88,5,3
"Corona Mattress (75x72x10)",M62CP,"Standard Foam Mattresses",Corona,75x72x10,171265.64,5,1
"Corona Mattress (75x72x12)",M63CP,"Standard Foam Mattresses",Corona,75x72x12,192610.16,5,0
"Corona Mattress (75x72x14)",M64CP,"Standard Foam Mattresses",Corona,75x72x14,205374.4,5,0
"Corona Mattress (75x72x16)",M66CP,"Standard Foam Mattresses",Corona,75x72x16,243178.89,5,0
"Corona Mattress (75x72x18)",M68CP,"Standard Foam Mattresses",Corona,75x72x18,285909.05,5,0
"Corona Mattress (75x72x20)",M70CP,"Standard Foam Mattresses",Corona,75x72x20,295513.28,5,0
"Corona Mattress (75x84x8)",M7CP,"Standard Foam Mattresses",Corona,75x84x8,148578.69,5,0
"Corona Mattress (75x84x10)",M72CP,"Standard Foam Mattresses",Corona,75x84x10,186477.08,5,2
"Corona Mattress (75x84x12)",M73CP,"Standard Foam Mattresses",Corona,75x84x12,221786.03,5,0
"Corona Mattress (75x84x14)",M74CP,"Standard Foam Mattresses",Corona,75x84x14,259141.04,5,0
"Corona Mattress (75x84x16)",M76CP,"Standard Foam Mattresses",Corona,75x84x16,282950.78,5,0
"Corona Mattress (75x84x18)",M78CP,"Standard Foam Mattresses",Corona,75x84x18,334094.23,5,0
"Corona Mattress (75x84x20)",M80CP,"Standard Foam Mattresses",Corona,75x84x20,365978.19,5,0
"Corona Mattress (84x84x8)",M8CP,"Standard Foam Mattresses",Corona,84x84x8,177373.43,5,0
"Corona Mattress (84x84x10)",M82CP,"Standard Foam Mattresses",Corona,84x84x10,214511.58,5,0
"Corona Mattress (84x84x12)",M83CP,"Standard Foam Mattresses",Corona,84x84x12,251656.8,5,0
"Corona Mattress (84x84x14)",M94CP,"Standard Foam Mattresses",Corona,84x84x14,282315.31,5,0
"Corona Mattress (84x84x16)",M96CP,"Standard Foam Mattresses",Corona,84x84x16,343531.43,5,0
"Corona Mattress (84x84x18)",M98CP,"Standard Foam Mattresses",Corona,84x84x18,359688.13,5,0
"Corona Mattress (84x84x20)",M90CP,"Standard Foam Mattresses",Corona,84x84x20,440951.6,5,0
"Corona Mattress (79x42x8)",M84CP,"Standard Foam Mattresses",Corona,79x42x8,94798.19,5,0
"Corona Mattress (79x42x10)",M85CP,"Standard Foam Mattresses",Corona,79x42x10,0,5,0
"Corona Mattress (79x63x8)",M86CP,"Standard Foam Mattresses",Corona,79x63x8,115720,5,0
"Corona Mattress (79x71x8)",M87CP,"Standard Foam Mattresses",Corona,79x71x8,138695.49,5,0
"Corona Mattress (79x71x10)",M91CP,"Standard Foam Mattresses",Corona,79x71x10,189319.37,5,0
"Corona Mattress (79x71x12)",M93CP,"Standard Foam Mattresses",Corona,79x71x12,227183.22,5,0
"Corona Mattress (79x72x8)",M88CP,"Standard Foam Mattresses",Corona,79x72x8,146275.09,5,0
"Grand Mattress (75x30x4)",M10SG,"Standard Foam Mattresses",Grand,75x30x4,32804.28,5,0
"Grand Mattress (75x30x6)",M5SG6,"Standard Foam Mattresses",Grand,75x30x6,43688.04,5,0
"Grand Mattress (75x36x4)",M9SG,"Standard Foam Mattresses",Grand,75x36x4,34950.43,5,0
"Grand Mattress (75x36x6)",M4SG6,"Standard Foam Mattresses",Grand,75x36x6,52425.67,5,0
"Grand Mattress (75x36x8)",M4SG,"Standard Foam Mattresses",Grand,75x36x8,71162.57,5,0
"Grand Mattress (75x36x10)",M42SG,"Standard Foam Mattresses",Grand,75x36x10,89841.75,5,0
"Grand Mattress (75x42x6)",M3SG6,"Standard Foam Mattresses",Grand,75x42x6,62411.65,5,0
"Grand Mattress (75x42x8)",M3SG,"Standard Foam Mattresses",Grand,75x42x8,81503.55,5,0
"Grand Mattress (75x42x10)",M32SG,"Standard Foam Mattresses",Grand,75x42x10,101611.19,5,0
"Grand Mattress (75x42x12)",M33SG,"Standard Foam Mattresses",Grand,75x42x12,121933.3,5,0
"Grand Mattress (75x48x6)",M2SG6,"Standard Foam Mattresses",Grand,75x48x6,72102.55,5,0
"Grand Mattress (75x48x8)",M2SG,"Standard Foam Mattresses",Grand,75x48x8,93425.46,5,0
"Grand Mattress (75x48x10)",M22SG,"Standard Foam Mattresses",Grand,75x48x10,117904.68,5,0
"Grand Mattress (75x48x12)",M23SG,"Standard Foam Mattresses",Grand,75x48x12,129803.35,5,0
"Grand Mattress (75x54x6)",M1SG6,"Standard Foam Mattresses",Grand,75x54x6,79646.28,5,0
"Grand Mattress (75x54x8)",M1SG,"Standard Foam Mattresses",Grand,75x54x8,105779.48,5,5
"Grand Mattress (75x54x10)",M12SG,"Standard Foam Mattresses",Grand,75x54x10,133434.87,5,4
"Grand Mattress (75x54x12)",M13SG,"Standard Foam Mattresses",Grand,75x54x12,157973.12,5,4
"Grand Mattress (75x54x14)",M14SG,"Standard Foam Mattresses",Grand,75x54x14,180012.17,5,6
"Grand Mattress (75x54x16)",M16SG,"Standard Foam Mattresses",Grand,75x54x16,202980.04,5,2
"Grand Mattress (75x54x18)",M18SG,"Standard Foam Mattresses",Grand,75x54x18,225085.61,5,2
"Grand Mattress (75x54x20)",M20SG,"Standard Foam Mattresses",Grand,75x54x20,243280.82,5,1
"Grand Mattress (75x60x8)",M5SG,"Standard Foam Mattresses",Grand,75x60x8,117994.43,5,0
"Grand Mattress (75x60x10)",M52SG,"Standard Foam Mattresses",Grand,75x60x10,156203.17,5,0
"Grand Mattress (75x60x12)",M53SG,"Standard Foam Mattresses",Grand,75x60x12,176088.65,5,0
"Grand Mattress (75x60x14)",M54SG,"Standard Foam Mattresses",Grand,75x60x14,207746.5,5,0
"Grand Mattress (75x60x16)",M56SG,"Standard Foam Mattresses",Grand,75x60x16,245415.55,5,0
"Grand Mattress (75x60x18)",M58SG,"Standard Foam Mattresses",Grand,75x60x18,284909.46,5,0
"Grand Mattress (75x60x20)",M50SG,"Standard Foam Mattresses",Grand,75x60x20,292633.23,5,0
"Grand Mattress (75x72x8)",M6SG,"Standard Foam Mattresses",Grand,75x72x8,131230.35,5,7
"Grand Mattress (75x72x10)",M62SG,"Standard Foam Mattresses",Grand,75x72x10,175265.91,5,11
"Grand Mattress (75x72x12)",M63SG,"Standard Foam Mattresses",Grand,75x72x12,198517.49,5,7
"Grand Mattress (75x72x14)",M64SG,"Standard Foam Mattresses",Grand,75x72x14,211597.31,5,1
"Grand Mattress (75x72x16)",M66SG,"Standard Foam Mattresses",Grand,75x72x16,249462.64,5,0
"Grand Mattress (75x72x18)",M68SG,"Standard Foam Mattresses",Grand,75x72x18,295101.49,5,0
"Grand Mattress (75x72x20)",M70SG,"Standard Foam Mattresses",Grand,75x72x20,315562.9,5,1
"Grand Mattress (75x84x8)",M7SG,"Standard Foam Mattresses",Grand,75x84x8,156569.33,5,6
"Grand Mattress (75x84x10)",M72SG,"Standard Foam Mattresses",Grand,75x84x10,193477.17,5,0
"Grand Mattress (75x84x12)",M73SG,"Standard Foam Mattresses",Grand,75x84x12,229715.36,5,0
"Grand Mattress (75x84x14)",M74SG,"Standard Foam Mattresses",Grand,75x84x14,270685.89,5,1
"Grand Mattress (75x84x16)",M76SG,"Standard Foam Mattresses",Grand,75x84x16,294311.7,5,0
"Grand Mattress (75x84x18)",M78SG,"Standard Foam Mattresses",Grand,75x84x18,348745.73,5,0
"Grand Mattress (75x84x20)",M80SG,"Standard Foam Mattresses",Grand,75x84x20,386850.8,5,0
"Grand Mattress (84x84x8)",M8SG,"Standard Foam Mattresses",Grand,84x84x8,190764.8,5,0
"Grand Mattress (84x84x10)",M82SG,"Standard Foam Mattresses",Grand,84x84x10,225122.16,5,0
"Grand Mattress (84x84x12)",M83SG,"Standard Foam Mattresses",Grand,84x84x12,263893.51,5,0
"Grand Mattress (84x84x14)",M94SG,"Standard Foam Mattresses",Grand,84x84x14,296239.32,5,0
"Grand Mattress (84x84x16)",M96SG,"Standard Foam Mattresses",Grand,84x84x16,353121.26,5,0
"Grand Mattress (84x84x18)",M98SG,"Standard Foam Mattresses",Grand,84x84x18,454525.5,5,0
"Grand Mattress (84x84x20)",M90SG,"Standard Foam Mattresses",Grand,84x84x20,469787.34,5,0
"Grand Mattress (79x42x8)",M84SG,"Standard Foam Mattresses",Grand,79x42x8,103154.62,5,0
"Grand Mattress (79x42x10)",M85SG,"Standard Foam Mattresses",Grand,79x42x10,113711.32,5,0
"Grand Mattress (79x63x8)",M86SG,"Standard Foam Mattresses",Grand,79x63x8,130204.11,5,0
"Grand Mattress (79x71x8)",M87SG,"Standard Foam Mattresses",Grand,79x71x8,147159.29,5,0
"Grand Mattress (79x71x10)",M91SG,"Standard Foam Mattresses",Grand,79x71x10,198883.56,5,0
"Grand Mattress (79x71x12)",M93SG,"Standard Foam Mattresses",Grand,79x71x12,238660.29,5,0
"Grand Mattress (79x72x8)",M88SG,"Standard Foam Mattresses",Grand,79x72x8,153664.58,5,0
"Sizzler Mattress (75x30x4)",M10SS,"Standard Foam Mattresses",Sizzler,75x30x4,0,5,0
"Sizzler Mattress (75x36x4)",M9SS,"Standard Foam Mattresses",Sizzler,75x36x4,0,5,0
"Sizzler Mattress (75x36x8)",M4SS,"Standard Foam Mattresses",Sizzler,75x36x8,115039.63,5,0
"Sizzler Mattress (75x36x10)",M42SS,"Standard Foam Mattresses",Sizzler,75x36x10,132534.19,5,0
"Sizzler Mattress (75x42x8)",M3SS,"Standard Foam Mattresses",Sizzler,75x42x8,160198.93,5,0
"Sizzler Mattress (75x42x10)",M32SS,"Standard Foam Mattresses",Sizzler,75x42x10,210543.56,5,0
"Sizzler Mattress (75x48x8)",M2SS,"Standard Foam Mattresses",Sizzler,75x48x8,183364.86,5,0
"Sizzler Mattress (75x48x10)",M22SS,"Standard Foam Mattresses",Sizzler,75x48x10,222755.19,5,0
"Sizzler Mattress (75x48x12)",M23SS,"Standard Foam Mattresses",Sizzler,75x48x12,265284.9,5,0
"Sizzler Mattress (75x54x8)",M1SS,"Standard Foam Mattresses",Sizzler,75x54x8,203150.56,5,0
"Sizzler Mattress (75x54x10)",M12SS,"Standard Foam Mattresses",Sizzler,75x54x10,269394.57,5,1
"Sizzler Mattress (75x54x12)",M13SS,"Standard Foam Mattresses",Sizzler,75x54x12,313150.31,5,0
"Sizzler Mattress (75x54x14)",M14SS,"Standard Foam Mattresses",Sizzler,75x54x14,362811.9,5,0
"Sizzler Mattress (75x54x16)",M16SS,"Standard Foam Mattresses",Sizzler,75x54x16,412473.51,5,0
"Sizzler Mattress (75x54x18)",M18SS,"Standard Foam Mattresses",Sizzler,75x54x18,462135.11,5,0
"Sizzler Mattress (75x54x20)",M20SS,"Standard Foam Mattresses",Sizzler,75x54x20,511796.71,5,0
"Sizzler Mattress (75x60x8)",M5SS,"Standard Foam Mattresses",Sizzler,75x60x8,236403.17,5,0
"Sizzler Mattress (75x60x10)",M52SS,"Standard Foam Mattresses",Sizzler,75x60x10,299626.62,5,0
"Sizzler Mattress (75x60x12)",M53SS,"Standard Foam Mattresses",Sizzler,75x60x12,346107.18,5,0
"Sizzler Mattress (75x60x14)",M54SS,"Standard Foam Mattresses",Sizzler,75x60x14,401167.43,5,0
"Sizzler Mattress (75x60x16)",M56SS,"Standard Foam Mattresses",Sizzler,75x60x16,456227.66,5,0
"Sizzler Mattress (75x60x18)",M58SS,"Standard Foam Mattresses",Sizzler,75x60x18,511287.91,5,0
"Sizzler Mattress (75x60x20)",M50SS,"Standard Foam Mattresses",Sizzler,75x60x20,566348.16,5,0
"Sizzler Mattress (75x72x8)",M6SS,"Standard Foam Mattresses",Sizzler,75x72x8,267919.17,5,0
"Sizzler Mattress (75x72x10)",M62SS,"Standard Foam Mattresses",Sizzler,75x72x10,357521.76,5,1
"Sizzler Mattress (75x72x12)",M63SS,"Standard Foam Mattresses",Sizzler,75x72x12,412020.92,5,1
"Sizzler Mattress (75x72x14)",M64SS,"Standard Foam Mattresses",Sizzler,75x72x14,477878.46,5,0
"Sizzler Mattress (75x72x16)",M66SS,"Standard Foam Mattresses",Sizzler,75x72x16,543735.99,5,0
"Sizzler Mattress (75x72x18)",M68SS,"Standard Foam Mattresses",Sizzler,75x72x18,609593.53,5,0
"Sizzler Mattress (75x72x20)",M70SS,"Standard Foam Mattresses",Sizzler,75x72x20,675451.06,5,0
"Sizzler Mattress (75x84x8)",M7SS,"Standard Foam Mattresses",Sizzler,75x84x8,311002.56,5,0
"Sizzler Mattress (75x84x10)",M72SS,"Standard Foam Mattresses",Sizzler,75x84x10,415610.62,5,1
"Sizzler Mattress (75x84x12)",M73SS,"Standard Foam Mattresses",Sizzler,75x84x12,477934.66,5,0
"Sizzler Mattress (75x84x14)",M74SS,"Standard Foam Mattresses",Sizzler,75x84x14,554589.49,5,0
"Sizzler Mattress (75x84x16)",M76SS,"Standard Foam Mattresses",Sizzler,75x84x16,631244.31,5,0
"Sizzler Mattress (75x84x18)",M78SS,"Standard Foam Mattresses",Sizzler,75x84x18,707899.17,5,0
"Sizzler Mattress (75x84x20)",M80SS,"Standard Foam Mattresses",Sizzler,75x84x20,784553.98,5,0
"Sizzler Mattress (84x84x8)",M8SS,"Standard Foam Mattresses",Sizzler,84x84x8,348979.39,5,0
"Sizzler Mattress (84x84x10)",M82SS,"Standard Foam Mattresses",Sizzler,84x84x10,478783.43,5,0
"Sizzler Mattress (84x84x12)",M83SS,"Standard Foam Mattresses",Sizzler,84x84x12,533209.43,5,0
"Sizzler Mattress (84x84x14)",M94SS,"Standard Foam Mattresses",Sizzler,84x84x14,618918.53,5,0
"Sizzler Mattress (84x84x16)",M96SS,"Standard Foam Mattresses",Sizzler,84x84x16,704627.6,5,0
"Sizzler Mattress (84x84x18)",M98SS,"Standard Foam Mattresses",Sizzler,84x84x18,790336.7,5,0
"Sizzler Mattress (84x84x20)",M90SS,"Standard Foam Mattresses",Sizzler,84x84x20,876045.8,5,0
